gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
316,164,152,107,3.76,0,0,indiana_university_bloomington,accept,48,4,4
326,169,157,101,3.68,48,3,indiana_university_bloomington,accept,48,4,5
320,168,152,109,3.12,0,0,indiana_university_bloomington,accept,48,5,5
306,161,145,94,2.25,16,3,indiana_university_bloomington,accept,48,5,4.5
310,160,150,94,3.24,0,3,indiana_university_bloomington,accept,48,5,3.5
310,160,150,94,3.24,0,3,indiana_university_bloomington,accept,48,3.5,4
310,165,145,100,2.15,22,3,indiana_university_bloomington,accept,48,2.5,4
309,159,150,102,2.2,30,0,indiana_university_bloomington,accept,48,2.5,1.5
320,167,153,108,2.55,28,1,indiana_university_bloomington,accept,48,3,2.5
315,164,151,98,2.98,44,0,indiana_university_bloomington,accept,48,2.5,2.5
315,163,152,111,2.35,23,3,indiana_university_bloomington,accept,48,2,2.5
308,161,147,102,3.49,48,0,indiana_university_bloomington,accept,48,3,3.5
306,160,146,101,3.39,0,0,indiana_university_bloomington,accept,48,4.5,5
314,163,151,104,2.1,26,0,indiana_university_bloomington,accept,48,4.5,5
317,163,154,110,2.75,36,0,indiana_university_bloomington,accept,48,2.5,3
322,165,157,110,3.44,0,0,indiana_university_bloomington,accept,48,1.5,2
306,159,147,103,3.28,10,0,indiana_university_bloomington,accept,48,1.5,1.5
315,162,153,111,2.7,9,2,indiana_university_bloomington,accept,48,1,1.5
316,163,153,101,2.6,0,0,indiana_university_bloomington,accept,48,2,2.5
312,162,150,103,2.56,0,0,indiana_university_bloomington,accept,48,3.5,3
310,164,146,85,2.53,6,0,indiana_university_bloomington,accept,48,5,4.5
309,161,148,98,3.48,1,0,indiana_university_bloomington,accept,48,2.5,3
317,155,162,105,2.25,58,0,indiana_university_bloomington,accept,48,3,3.5
310,160,150,97,3.22,30,0,indiana_university_bloomington,accept,48,3,4
303,160,143,96,3.17,0,0,indiana_university_bloomington,accept,48,4.5,4
309,162,147,103,2.68,21,3,indiana_university_bloomington,accept,48,4,4.5
309,162,147,103,2.68,21,3,indiana_university_bloomington,accept,48,4,3.5
308,160,148,103,3.07,0,0,indiana_university_bloomington,accept,48,2.5,3
306,159,147,103,2.51,32,2,indiana_university_bloomington,accept,48,5,4.5
311,160,151,107,2.7,57,0,indiana_university_bloomington,accept,48,4,4
307,157,150,100,2.5,75,0,indiana_university_bloomington,accept,48,4.5,4
314,161,153,106,2.45,0,0,indiana_university_bloomington,accept,48,5,4.5
314,163,151,106,2.3,24,0,indiana_university_bloomington,accept,48,5,5
312,165,147,107,3.47,31,0,indiana_university_bloomington,accept,48,4,3.5
315,162,153,101,3.2,30,0,indiana_university_bloomington,accept,48,2.5,3
307,156,151,101,3.62,0,0,indiana_university_bloomington,accept,48,1.5,2
313,158,155,112,2.78,0,0,indiana_university_bloomington,accept,48,1,2
307,157,150,104,3.48,24,0,indiana_university_bloomington,accept,48,3.5,3
316,161,155,108,3.51,0,0,indiana_university_bloomington,accept,48,2.5,2
321,164,157,104,2.23,72,0,indiana_university_bloomington,accept,48,3,2.5
313,161,152,112,3.15,36,0,indiana_university_bloomington,accept,48,3.5,3.5
320,167,153,109,3.64,2,0,indiana_university_bloomington,accept,48,4,4.5
312,163,149,102,3.77,0,0,indiana_university_bloomington,accept,48,4.5,4.5
308,161,147,104,2.43,24,3,indiana_university_bloomington,accept,48,3,3.5
311,161,150,106,2.4,20,0,indiana_university_bloomington,accept,48,2.5,2.5
321,165,156,103,2,20,0,indiana_university_bloomington,accept,48,2.5,3
326,162,164,113,2,18,3,indiana_university_bloomington,reject,48,3,3
326,162,164,113,2,18,3,indiana_university_bloomington,reject,48,3.5,3.5
319,169,150,103,2.88,27,0,indiana_university_bloomington,reject,48,2.5,2
321,167,154,105,1.8,29,3,indiana_university_bloomington,reject,48,3.5,3.5
313,157,156,108,1.75,18,0,indiana_university_bloomington,reject,48,4,3.5
308,157,151,101,3.18,0,1,indiana_university_bloomington,reject,48,4,4
312,160,152,0,2.47,20,0,indiana_university_bloomington,reject,48,3.5,3
316,169,147,96,3.05,0,0,indiana_university_bloomington,reject,48,3.5,3
314,164,150,90,2.58,2,0,indiana_university_bloomington,reject,48,3,3.5
331,164,167,114,2.75,19,0,indiana_university_bloomington,reject,48,4.5,4
314,160,154,107,2.11,15,3,indiana_university_bloomington,reject,48,4.5,4.5
308,156,152,104,3.35,30,0,indiana_university_bloomington,reject,48,3.5,3
319,166,153,102,2.52,0,0,indiana_university_bloomington,reject,48,3,4
317,163,154,118,3,0,0,indiana_university_bloomington,reject,48,2.5,3
320,160,160,113,2.35,19,0,indiana_university_bloomington,reject,48,1.5,2
313,166,147,97,3.32,0,0,indiana_university_bloomington,reject,48,1,2.5
317,165,152,101,2.3,0,0,indiana_university_bloomington,reject,48,2.5,2
313,160,153,95,2.35,40,0,indiana_university_bloomington,reject,48,3.5,3
310,166,144,92,3.44,0,0,indiana_university_bloomington,reject,48,4,3.5
308,159,149,107,3.24,0,0,indiana_university_bloomington,reject,48,4,4
323,170,153,103,2.4,0,0,indiana_university_bloomington,reject,48,2.5,4
314,165,149,98,3.1,26,0,indiana_university_bloomington,reject,48,2,2.5
314,165,149,98,3.1,26,0,indiana_university_bloomington,reject,48,3,2.5
307,159,148,96,2.55,0,0,indiana_university_bloomington,reject,48,3.5,4
298,154,144,88,2.9,36,0,indiana_university_bloomington,reject,48,2,2
311,163,148,94,3,27,0,indiana_university_bloomington,reject,48,2.5,2
310,160,150,99,3.28,27,0,indiana_university_bloomington,reject,48,4,3.5
312,158,154,115,3.28,9,0,indiana_university_bloomington,reject,48,2.5,1.5
325,163,162,112,2.8,0,0,indiana_university_bloomington,reject,48,3.5,3
315,162,153,106,3.19,4,0,indiana_university_bloomington,reject,48,3,2
310,162,148,99,2.1,0,0,indiana_university_bloomington,reject,48,3.5,2.5
320,166,154,112,2.27,16,3,indiana_university_bloomington,reject,48,3,3.5
321,168,153,113,2.64,2,0,indiana_university_bloomington,reject,48,4.5,4
301,162,139,65,3.08,22,2,indiana_university_bloomington,reject,48,4,4.5
308,154,154,96,2.25,30,1,indiana_university_bloomington,reject,48,3,2.5
308,157,151,90,2.7,24,0,indiana_university_bloomington,reject,48,5,5
319,160,159,109,2.3,7,0,indiana_university_bloomington,reject,48,4,4
303,157,146,90,3.6,29,0,indiana_university_bloomington,reject,48,3.5,4
303,160,143,85,3.2,30,3,indiana_university_bloomington,reject,48,3,3
315,167,148,88,2.65,25,0,indiana_university_bloomington,reject,48,3.5,3.5
312,158,154,105,2.58,0,0,indiana_university_bloomington,reject,48,3,3
311,161,150,103,3.03,10,3,indiana_university_bloomington,reject,48,2.5,3.5
311,161,150,103,3.03,10,3,indiana_university_bloomington,reject,48,1.5,2
317,158,159,105,2.1,40,0,indiana_university_bloomington,reject,48,1.5,2
312,161,151,99,2.8,30,0,indiana_university_bloomington,reject,48,1.5,2
315,166,149,96,2.95,18,0,indiana_university_bloomington,reject,48,1,1
310,155,155,100,1.95,0,1,indiana_university_bloomington,reject,48,2,2
324,167,157,110,1.78,12,3,indiana_university_bloomington,reject,48,2.5,3
313,165,148,101,2.56,50,0,indiana_university_bloomington,reject,48,3,3.5
305,155,150,75,2.78,42,0,indiana_university_bloomington,reject,48,3.5,4
304,157,147,99,2.65,20,0,indiana_university_bloomington,reject,48,3,3.5
319,170,149,96,2.72,5,0,indiana_university_bloomington,reject,48,3.5,2.5
311,160,151,106,3.46,30,3,indiana_university_bloomington,reject,48,2.5,3
316,154,162,113,3.22,30,0,indiana_university_bloomington,reject,48,2,3.5
308,158,150,100,2.1,0,0,indiana_university_bloomington,reject,48,3.5,4
315,164,151,106,1.95,20,0,indiana_university_bloomington,reject,48,3.5,3.5
308,163,145,103,2.5,0,0,indiana_university_bloomington,reject,48,2.5,2
324,162,162,85,3.18,30,0,indiana_university_bloomington,reject,48,2,1.5
305,157,148,103,2.02,0,3,indiana_university_bloomington,reject,48,4,5
312,170,142,97,3.21,12,2,indiana_university_bloomington,reject,48,4,3.5
310,160,150,110,3,10,0,indiana_university_bloomington,reject,48,4.5,5
319,159,160,109,3.44,20,0,indiana_university_bloomington,reject,48,2.5,3
316,169,147,96,3.05,0,0,indiana_university_bloomington,reject,48,3.5,4
316,169,147,96,3.05,0,0,indiana_university_bloomington,reject,48,4.5,3
307,158,149,90,2.9,0,3,indiana_university_bloomington,reject,48,3.5,4.5
311,163,148,91,2.6,30,1,indiana_university_bloomington,reject,48,1,2.5
320,168,152,94,2.55,30,3,indiana_university_bloomington,reject,48,2,2
305,153,152,106,2.05,30,3,indiana_university_bloomington,reject,48,2,3
308,161,147,99,3.19,0,0,indiana_university_bloomington,reject,48,2.5,2.5
310,158,152,116,2,0,0,indiana_university_bloomington,reject,48,3.5,3
321,168,153,114,2.45,0,0,indiana_university_bloomington,reject,48,4.5,4
301,156,145,95,2.75,20,3,indiana_university_bloomington,reject,48,3,3
308,162,146,107,2.57,38,0,kansas_state_university,accept,115,2,2.5
308,162,146,107,2.57,38,0,kansas_state_university,accept,115,2,2.5
310,166,144,97,2.12,1,0,kansas_state_university,accept,115,2.5,2
303,160,143,65,3.02,6,0,kansas_state_university,accept,115,1.5,2
309,163,146,75,2.9,30,0,kansas_state_university,accept,115,2,2.5
329,163,166,104,2.85,10,2,kansas_state_university,accept,115,2.5,3
317,160,157,114,2.65,0,0,kansas_state_university,accept,115,3.5,4
326,162,164,113,2,18,3,kansas_state_university,accept,115,3,3.5
307,157,150,101,2.4,0,3,kansas_state_university,accept,115,4.5,4
303,155,148,75,2.25,0,0,kansas_state_university,accept,115,3,3.5
304,164,140,101,3.82,12,0,kansas_state_university,accept,115,5,5
300,161,139,101,2.88,0,0,kansas_state_university,accept,115,5,5
315,164,151,107,3.31,29,0,kansas_state_university,accept,115,2.5,3.5
312,165,147,0,2.8,30,3,kansas_state_university,accept,115,2,3.5
310,164,146,91,2.2,42,0,kansas_state_university,accept,115,1.5,2
309,159,150,75,2.88,14,0,kansas_state_university,accept,115,3.5,4
317,170,147,95,3.37,0,0,kansas_state_university,accept,115,2,2.5
308,162,146,97,2.81,23,0,kansas_state_university,accept,115,2,3
309,158,151,101,2.86,19,0,kansas_state_university,accept,115,4,3.5
309,158,151,101,2.86,19,0,kansas_state_university,accept,115,3,3
307,163,144,93,3.31,18,0,kansas_state_university,accept,115,4.5,4
323,164,159,109,2.79,5,0,kansas_state_university,accept,115,3.5,3.5
300,158,142,75,2.5,13,3,kansas_state_university,accept,115,3,3.5
310,162,148,91,3.05,25,0,kansas_state_university,accept,115,5,4.5
307,155,152,107,2.49,6,0,kansas_state_university,accept,115,3.5,4
314,166,148,93,3.32,0,0,kansas_state_university,accept,115,5,4
304,160,144,101,3.47,1,0,kansas_state_university,accept,115,3.5,3
319,161,158,116,3.65,14,3,kansas_state_university,accept,115,3,3
320,167,153,113,3.35,0,0,kansas_state_university,accept,115,3.5,3
300,160,140,90,2.5,36,0,kansas_state_university,accept,115,4,3.5
314,161,153,102,2.8,0,0,kansas_state_university,accept,115,2,2.5
326,170,156,102,2.98,0,0,kansas_state_university,accept,115,2.5,3
312,166,146,90,3.94,10,0,kansas_state_university,accept,115,3,2.5
313,162,151,96,2.86,0,0,kansas_state_university,accept,115,2.5,4
313,163,150,106,2.85,0,0,kansas_state_university,accept,115,2,4
306,163,143,101,3.83,3,0,kansas_state_university,accept,115,2,2.5
316,162,154,107,3,20,0,kansas_state_university,accept,115,3,4
314,166,148,107,2.8,0,0,kansas_state_university,accept,115,2.5,1.5
326,170,156,102,2.98,0,0,kansas_state_university,accept,115,2.5,2
326,170,156,102,2.98,0,0,kansas_state_university,accept,115,3,2
286,147,139,45,2.5,0,0,kansas_state_university,accept,115,3.5,4
307,160,147,92,2.75,0,0,kansas_state_university,accept,115,4,4.5
321,168,153,105,2.52,0,0,kansas_state_university,accept,115,4,2.5
300,159,141,110,3.55,1,0,kansas_state_university,accept,115,3.5,2
312,163,149,105,2.35,0,0,kansas_state_university,reject,115,2.5,4
312,163,149,105,2.35,0,0,kansas_state_university,reject,115,2,3.5
308,157,151,95,2.55,1,0,kansas_state_university,reject,115,2,3
302,161,141,88,3.22,21,0,kansas_state_university,reject,115,3,4.5
307,159,148,93,2.98,15,3,kansas_state_university,reject,115,3.5,2.5
300,161,139,75,2.68,12,0,kansas_state_university,reject,115,4.5,5
302,163,139,101,2.1,36,0,kansas_state_university,reject,115,4,5
314,165,149,90,3.2,3,0,kansas_state_university,reject,115,4,5
310,162,148,65,3.2,18,0,kansas_state_university,reject,115,3,5
307,164,143,65,2.85,41,0,kansas_state_university,reject,115,3.5,5
302,162,140,82,3.68,0,0,kansas_state_university,reject,115,2,4.5
306,155,151,115,3.1,0,0,kansas_state_university,reject,115,5,4.5
304,158,146,101,2.45,0,0,kansas_state_university,reject,115,4,3.5
322,170,152,101,2.74,0,3,kansas_state_university,reject,115,3.5,3.5
295,158,137,101,3.05,38,3,kansas_state_university,reject,115,4.5,4
306,160,146,88,3.28,18,0,kansas_state_university,reject,115,4,5
307,155,152,104,1.95,5,3,kansas_state_university,reject,115,3.5,3
301,158,143,86,3.4,0,0,kansas_state_university,reject,115,2.5,4
304,158,146,85,2.45,90,0,kansas_state_university,reject,115,1.5,4
302,156,146,101,2.14,0,0,kansas_state_university,reject,115,1.5,3.5
309,164,145,78,2.7,24,0,kansas_state_university,reject,115,2.5,3.5
309,164,145,78,2.7,24,0,kansas_state_university,reject,115,1.5,3
302,153,149,98,2,52,0,kansas_state_university,reject,115,2.5,1.5
309,160,149,89,3.44,21,0,kansas_state_university,reject,115,1.5,3
315,163,152,100,2.92,20,0,kansas_state_university,reject,115,4.5,4.5
315,163,152,100,2.92,20,0,kansas_state_university,reject,115,4.5,4.5
293,154,139,75,2.4,0,2,kansas_state_university,reject,115,4,5
322,168,154,107,2.7,0,0,kansas_state_university,reject,115,4.5,5
292,144,148,81,2.45,10,1,kansas_state_university,reject,115,5,5
317,163,154,97,2.6,10,0,kansas_state_university,reject,115,3.5,5
318,166,152,101,3.05,30,0,kansas_state_university,reject,115,2.5,4
312,160,152,101,3.01,0,0,kansas_state_university,reject,115,3.5,4.5
320,162,158,106,3.08,23,0,university_of_maryland_college_park,accept,10,3,4.5
334,169,165,114,3.92,0,0,university_of_maryland_college_park,accept,10,4.5,4.5
320,166,154,104,3.23,3,3,university_of_maryland_college_park,accept,10,5,3.5
314,163,151,104,3.9,26,2,university_of_maryland_college_park,accept,10,2.5,4
332,169,163,116,3.16,2,0,university_of_maryland_college_park,accept,10,3,3.5
314,163,151,104,3.75,15,3,university_of_maryland_college_park,accept,10,1.5,2.5
327,168,159,114,3.75,5,3,university_of_maryland_college_park,accept,10,2,2
322,169,153,112,3.88,20,3,university_of_maryland_college_park,accept,10,2,1.5
302,160,142,102,3.82,30,3,university_of_maryland_college_park,accept,10,3,3
322,170,152,106,3.72,6,0,university_of_maryland_college_park,accept,10,4,3.5
324,167,157,108,3.12,6,2,university_of_maryland_college_park,accept,10,4,4.5
334,169,165,114,3.92,0,0,university_of_maryland_college_park,accept,10,2.5,2
320,166,154,104,3.23,3,3,university_of_maryland_college_park,accept,10,3,3
324,168,156,114,3.69,12,3,university_of_maryland_college_park,accept,10,3.5,3
332,169,163,116,3.16,2,0,university_of_maryland_college_park,accept,10,2,3
314,163,151,104,3.75,15,3,university_of_maryland_college_park,accept,10,3,4.5
323,157,166,113,3.56,20,3,university_of_maryland_college_park,accept,10,3.5,4.5
327,168,159,114,3.75,5,3,university_of_maryland_college_park,accept,10,3.5,5
320,166,154,103,2.5,0,0,university_of_maryland_college_park,accept,10,4,5
302,160,142,102,3.82,30,3,university_of_maryland_college_park,accept,10,4,3.5
322,170,152,106,3.72,6,0,university_of_maryland_college_park,accept,10,4,4
316,160,156,108,2.29,47,0,university_of_maryland_college_park,accept,10,2,4
322,160,162,105,3.6,0,2,university_of_maryland_college_park,accept,10,4,4.5
315,165,150,104,2.95,26,0,university_of_maryland_college_park,accept,10,4,3.5
321,170,151,0,3.72,18,0,university_of_maryland_college_park,accept,10,3,2.5
322,162,160,112,3.57,12,0,university_of_maryland_college_park,accept,10,3.5,2.5
331,168,163,117,3.87,6,3,university_of_maryland_college_park,accept,10,2.5,2
303,158,145,95,3.04,0,0,university_of_maryland_college_park,accept,10,3.5,2
319,162,157,104,3.6,0,0,university_of_maryland_college_park,accept,10,4,4.5
330,165,165,100,3.2,24,3,university_of_maryland_college_park,accept,10,4.5,4
322,170,152,113,3.66,6,3,university_of_maryland_college_park,accept,10,3.5,4
321,167,154,109,3.3,18,3,university_of_maryland_college_park,accept,10,3,2.5
321,163,158,116,3.16,29,0,university_of_maryland_college_park,reject,10,4,2.5
321,163,158,116,3.16,29,0,university_of_maryland_college_park,reject,10,5,3
319,164,155,85,3.17,23,0,university_of_maryland_college_park,reject,10,3.5,3
315,161,154,105,2.95,2,2,university_of_maryland_college_park,reject,10,2.5,3.5
315,161,154,111,3,26,0,university_of_maryland_college_park,reject,10,2.5,2.5
327,168,159,109,3.46,14,0,university_of_maryland_college_park,reject,10,3.5,4
317,165,152,105,3.5,20,0,university_of_maryland_college_park,reject,10,3,4
307,157,150,93,3.05,25,0,university_of_maryland_college_park,reject,10,4,4.5
319,164,155,104,3.35,5,3,university_of_maryland_college_park,reject,10,2.5,4.5
317,165,152,110,3.87,16,3,university_of_maryland_college_park,reject,10,3,3.5
329,167,162,116,2.75,13,0,university_of_maryland_college_park,reject,10,2.5,4.5
313,163,150,101,3.6,60,2,university_of_maryland_college_park,reject,10,3,1.5
318,167,151,109,3.88,2,0,university_of_maryland_college_park,reject,10,2.5,2
323,170,153,100,3.02,1,3,university_of_maryland_college_park,reject,10,4.5,4
321,163,158,116,3.16,29,0,university_of_maryland_college_park,reject,10,5,5
321,163,158,116,3.16,29,0,university_of_maryland_college_park,reject,10,4.5,5
324,165,159,113,2.51,28,0,university_of_maryland_college_park,reject,10,4,5
307,157,150,93,3.05,25,0,university_of_maryland_college_park,reject,10,4.5,4.5
319,164,155,104,3.35,5,3,university_of_maryland_college_park,reject,10,4.5,4.5
316,166,150,94,3.09,6,0,university_of_maryland_college_park,reject,10,4,4.5
329,167,162,116,2.75,13,0,university_of_maryland_college_park,reject,10,3,3.5
313,163,150,101,3,18,0,university_of_maryland_college_park,reject,10,3.5,2.5
318,167,151,109,3.88,2,0,university_of_maryland_college_park,reject,10,2,3
323,170,153,100,3.02,1,3,university_of_maryland_college_park,reject,10,4.5,3
316,165,151,108,3.56,0,0,university_of_maryland_college_park,reject,10,3,4
321,170,151,111,3.63,17,0,university_of_maryland_college_park,reject,10,3,4
320,168,152,98,2.88,4,0,university_of_maryland_college_park,reject,10,2,1.5
318,162,156,113,3.03,16,0,university_of_maryland_college_park,reject,10,3.5,3
315,163,152,102,3.6,31,0,university_of_maryland_college_park,reject,10,3.5,4
320,160,160,108,3.02,8,3,university_of_maryland_college_park,reject,10,4,4.5
322,170,152,110,3.65,22,0,university_of_maryland_college_park,reject,10,4,4.5
316,166,150,103,3.3,7,0,university_of_maryland_college_park,reject,10,4,3
323,163,160,112,3.5,2,0,university_of_maryland_college_park,reject,10,3.5,2
328,165,163,108,2.84,31,3,university_of_maryland_college_park,reject,10,3.5,2.5
317,163,154,112,3.71,9,2,university_of_maryland_college_park,reject,10,4,3
323,170,153,108,3.37,14,0,university_of_maryland_college_park,reject,10,4,3
310,163,147,75,2.92,5,3,university_of_maryland_college_park,reject,10,4,3
329,170,159,111,3.88,20,3,university_of_maryland_college_park,reject,10,3.5,3
316,165,151,104,3.68,20,3,university_of_maryland_college_park,reject,10,3,2
321,166,155,93,3.48,2,0,university_of_maryland_college_park,reject,10,3,2
316,167,149,107,3.6,27,0,university_of_maryland_college_park,reject,10,5,5
320,163,157,114,3.08,10,0,university_of_maryland_college_park,reject,10,5,4.5
315,158,157,113,2.38,17,2,university_of_maryland_college_park,reject,10,4,3.5
321,164,157,104,3.52,10,3,university_of_maryland_college_park,reject,10,4.5,4.5
314,160,154,107,2.99,24,0,university_of_maryland_college_park,reject,10,4.5,3.5
319,170,149,105,3.36,22,3,university_of_maryland_college_park,reject,10,1.5,2.5
329,170,159,105,3.18,30,0,university_of_maryland_college_park,reject,10,2,2
331,170,161,113,3.28,34,1,university_of_maryland_college_park,reject,10,1.5,2
321,166,155,102,3.28,0,3,university_of_maryland_college_park,reject,10,3,3
322,167,155,105,3.4,36,0,university_of_maryland_college_park,reject,10,4,4
320,167,153,101,2.93,48,0,university_of_maryland_college_park,reject,10,3,4.5
324,168,156,113,3.15,12,0,university_of_maryland_college_park,reject,10,4,4
311,163,148,105,1.25,0,0,university_of_maryland_college_park,reject,10,4,5
316,165,151,117,3.65,2,3,university_of_maryland_college_park,reject,10,5,5
337,168,169,115,3.5,18,3,university_of_maryland_college_park,reject,10,4,4
326,166,160,117,3.64,10,3,university_of_maryland_college_park,reject,10,1,2
326,166,160,117,3.64,10,3,university_of_maryland_college_park,reject,10,3,1.5
325,164,161,111,3.48,7,0,university_of_maryland_college_park,reject,10,4,3.5
333,170,163,110,3.46,36,0,university_of_maryland_college_park,reject,10,3.5,3
334,166,168,120,3.54,1,3,university_of_maryland_college_park,reject,10,2.5,2.5
326,167,159,116,3.28,12,0,university_of_maryland_college_park,reject,10,2.5,2
315,165,150,105,2.59,9,3,university_of_maryland_college_park,reject,10,4.5,4
328,169,159,115,3.66,12,3,university_of_maryland_college_park,reject,10,4.5,4
325,170,155,103,2.84,30,0,university_of_maryland_college_park,reject,10,5,4
330,170,160,85,3.64,4,3,university_of_maryland_college_park,reject,10,4,5
321,169,152,103,2.54,40,0,university_of_maryland_college_park,reject,10,4.5,4
323,168,155,116,3.44,20,0,university_of_maryland_college_park,reject,10,3.5,5
319,168,151,109,3.34,12,0,university_of_maryland_college_park,reject,10,3,4
320,164,156,102,3.03,44,0,university_of_maryland_college_park,reject,10,2.5,4.5
316,162,154,110,3.64,21,0,university_of_maryland_college_park,reject,10,1.5,3.5
319,168,151,92,3.2,12,0,university_of_maryland_college_park,reject,10,4,3
327,169,158,102,2.6,14,1,university_of_maryland_college_park,reject,10,4,2.5
327,169,158,102,2.6,14,1,university_of_maryland_college_park,reject,10,3,3.5
322,167,155,105,3.22,19,0,university_of_maryland_college_park,reject,10,3,3
319,166,153,111,3.69,14,0,university_of_maryland_college_park,reject,10,2,3
311,159,152,104,3.1,21,3,university_of_maryland_college_park,reject,10,4,2
324,166,158,116,3.68,35,0,university_of_maryland_college_park,reject,10,3,2
330,168,162,117,3.5,18,0,university_of_maryland_college_park,reject,10,2,2
304,159,145,99,3.04,6,0,university_of_maryland_college_park,reject,10,3,3
313,165,148,102,2.86,41,0,university_of_maryland_college_park,reject,10,4,3
321,167,154,113,3.44,0,0,university_of_maryland_college_park,reject,10,3,3
303,154,149,91,1.25,33,0,university_of_maryland_college_park,reject,10,4,3
304,160,144,101,3.26,6,0,university_of_maryland_college_park,reject,10,3,3.5
311,163,148,75,3.24,3,0,university_of_maryland_college_park,reject,10,3.5,3.5
320,169,151,105,3.28,0,3,university_of_maryland_college_park,reject,10,3,3
317,166,151,96,3.64,6,0,university_of_maryland_college_park,reject,10,3.5,3.5
319,168,151,106,3.4,16,0,university_of_maryland_college_park,reject,10,3.5,4
322,166,156,106,3,21,0,university_of_maryland_college_park,reject,10,4.5,4
327,170,157,75,3.13,4,0,university_of_maryland_college_park,reject,10,5,5
314,163,151,101,3.27,27,0,university_of_maryland_college_park,reject,10,5,5
326,167,159,112,3.35,21,0,university_of_maryland_college_park,reject,10,5,5
319,165,154,101,3.65,32,0,university_of_maryland_college_park,reject,10,4.5,4
314,162,152,106,2.66,23,2,university_of_maryland_college_park,reject,10,3,5
325,168,157,105,2.95,28,0,university_of_maryland_college_park,reject,10,2,4
320,165,155,96,2.44,15,0,university_of_maryland_college_park,reject,10,3,3
317,164,153,106,3,53,3,university_of_maryland_college_park,reject,10,3,2
312,155,157,114,2.81,27,0,university_of_maryland_college_park,reject,10,3,2
312,160,152,102,3.14,1,3,university_of_maryland_college_park,reject,10,1.5,2
322,170,152,107,3.08,8,0,university_of_maryland_college_park,reject,10,2,3
334,167,167,119,3.5,50,0,university_of_maryland_college_park,reject,10,5,5
322,155,167,109,3,20,3,university_of_maryland_college_park,reject,10,5,4.5
314,161,153,102,3.46,16,0,university_of_maryland_college_park,reject,10,4,4.5
327,170,157,112,3.16,26,0,university_of_maryland_college_park,reject,10,4.5,4.5
312,161,151,102,3.89,44,3,university_of_maryland_college_park,reject,10,4.5,3.5
312,161,151,102,3.89,44,3,university_of_maryland_college_park,reject,10,4.5,3.5
305,153,152,101,3.38,5,3,university_of_maryland_college_park,reject,10,3.5,3
322,163,159,107,2.87,5,3,university_of_maryland_college_park,reject,10,4.5,3.5
329,170,159,110,3.52,60,0,university_of_maryland_college_park,reject,10,4.5,3.5
327,168,159,106,3.26,17,3,university_of_maryland_college_park,reject,10,4,4
313,165,148,102,2.64,30,3,university_of_maryland_college_park,reject,10,5,3.5
317,166,151,100,3.49,32,0,university_of_maryland_college_park,reject,10,4,3
315,159,156,102,3.37,27,0,university_of_maryland_college_park,reject,10,3,3
321,169,152,112,3.64,18,3,university_of_maryland_college_park,reject,10,2,2.5
323,166,157,111,3.9,23,0,university_of_maryland_college_park,reject,10,1.5,2.5
324,169,155,112,2.88,8,0,university_of_maryland_college_park,reject,10,3,3
327,167,160,113,3.7,0,0,university_of_maryland_college_park,reject,10,4,4
332,170,162,117,3.78,0,0,university_of_maryland_college_park,reject,10,5,4.5
321,161,160,118,3.12,1,2,university_of_maryland_college_park,reject,10,4,4
318,166,152,117,3.66,0,0,university_of_maryland_college_park,reject,10,3.5,3.5
323,162,161,109,3.49,19,0,university_of_maryland_college_park,reject,10,2.5,3
323,162,161,109,3.49,19,0,university_of_maryland_college_park,reject,10,4,3.5
328,167,161,111,3.16,32,3,university_of_maryland_college_park,reject,10,4.5,4
325,170,155,105,3.8,19,0,university_of_maryland_college_park,reject,10,3.5,3
315,166,149,110,3.39,22,0,university_of_maryland_college_park,reject,10,4,4.5
327,170,157,106,3.12,19,3,university_of_maryland_college_park,reject,10,4.5,4.5
326,169,157,109,3.78,20,3,university_of_maryland_college_park,reject,10,3.5,4.5
328,164,164,116,3.64,0,0,university_of_maryland_college_park,reject,10,5,5
324,164,160,109,3.2,15,0,university_of_maryland_college_park,reject,10,5,4
320,167,153,107,3.5,0,3,university_of_maryland_college_park,reject,10,3,3
331,168,163,115,3.36,2,0,university_of_maryland_college_park,reject,10,4,4
314,164,150,103,3.64,1,3,university_of_maryland_college_park,reject,10,3.5,3.5
314,165,149,108,2.99,5,3,university_of_maryland_college_park,reject,10,4,3.5
309,163,146,96,3.48,12,0,university_of_maryland_college_park,reject,10,3.5,3
324,168,156,103,2.98,60,0,university_of_maryland_college_park,reject,10,4.5,4.5
326,169,157,111,3.35,6,0,university_of_maryland_college_park,reject,10,4,3.5
319,163,156,113,3.24,0,0,university_of_maryland_college_park,reject,10,2,2.5
329,168,161,108,3.31,18,2,university_of_maryland_college_park,reject,10,3,3.5
329,168,161,108,3.31,18,2,university_of_maryland_college_park,reject,10,3,3.5
332,170,162,114,3.4,24,0,university_of_maryland_college_park,reject,10,5,5
313,167,146,101,3.62,36,0,university_of_maryland_college_park,reject,10,4.5,4.5
329,169,160,114,3.62,1,0,university_of_maryland_college_park,reject,10,1.5,2.5
326,163,163,114,3.74,6,3,university_of_maryland_college_park,reject,10,3.5,3.5
320,170,150,104,3.86,2,1,university_of_maryland_college_park,reject,10,2.5,3
328,168,160,114,3.54,1,0,university_of_maryland_college_park,reject,10,2,3
325,170,155,99,3,0,0,university_of_maryland_college_park,reject,10,4,3
