gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
315,162,153,110,2.92,1,0,syracuse_university,accept,118,2,3.5
313,162,151,106,3.15,23,0,syracuse_university,accept,118,1.5,2
298,150,148,106,2.11,15,3,syracuse_university,accept,118,3.5,4
302,152,150,0,3.56,2,0,syracuse_university,accept,118,2,2.5
319,164,155,0,2.45,42,0,syracuse_university,accept,118,2,3
321,166,155,105,3.14,0,0,syracuse_university,accept,118,4,3.5
310,158,152,96,2.54,1,3,syracuse_university,accept,118,3,3
303,161,142,89,2.25,30,0,syracuse_university,accept,118,4.5,4
307,164,143,0,3.33,0,2,syracuse_university,accept,118,3.5,3.5
313,169,144,101,3.12,0,0,syracuse_university,accept,118,3,3.5
315,164,151,105,2.92,40,0,syracuse_university,accept,118,5,4.5
307,159,148,75,3.44,0,3,syracuse_university,accept,118,3.5,4
303,157,146,94,2.9,33,0,syracuse_university,accept,118,5,4
312,162,150,109,2.15,27,3,syracuse_university,accept,118,3.5,3
315,161,154,111,2.75,22,0,syracuse_university,accept,118,3,3
309,162,147,93,2.25,1,0,syracuse_university,accept,118,3.5,3
316,163,153,104,3.68,18,0,syracuse_university,accept,118,4,3.5
316,163,153,104,3.68,18,0,syracuse_university,accept,118,2,2.5
308,160,148,103,3.42,24,0,syracuse_university,accept,118,2.5,3
319,168,151,115,3.67,24,2,syracuse_university,accept,118,3,2.5
311,162,149,0,2.76,29,0,syracuse_university,accept,118,2.5,4
313,160,153,100,3.12,0,0,syracuse_university,accept,118,2,4
302,157,145,101,3.3,27,0,syracuse_university,accept,118,2,2.5
311,160,151,107,3.26,1,0,syracuse_university,accept,118,3,4
300,156,144,93,3.62,24,0,syracuse_university,accept,118,2.5,1.5
314,162,152,89,3.12,0,0,syracuse_university,accept,118,2.5,2
322,165,157,101,3.1,6,0,syracuse_university,accept,118,3,2
319,164,155,109,3.18,0,0,syracuse_university,accept,118,3.5,4
310,164,146,106,2.07,13,3,syracuse_university,accept,118,4,4.5
304,162,142,95,2.4,3,3,syracuse_university,accept,118,4,2.5
304,162,142,95,2.4,3,3,syracuse_university,accept,118,3.5,2
312,160,152,98,3.24,0,0,syracuse_university,accept,118,2.5,4
309,159,150,93,2.4,40,0,syracuse_university,accept,118,2,3.5
308,163,145,83,3.36,2,0,syracuse_university,accept,118,2,3
300,150,150,98,3.5,0,2,syracuse_university,accept,118,3,4.5
314,162,152,111,3.11,1,0,syracuse_university,accept,118,3.5,2.5
313,164,149,75,3.5,13,1,syracuse_university,accept,118,4.5,5
313,164,149,75,3.5,13,1,syracuse_university,accept,118,4,5
307,157,150,101,3.1,0,0,syracuse_university,accept,118,4,5
305,160,145,95,2,0,3,syracuse_university,accept,118,3,5
314,159,155,110,3.15,0,0,syracuse_university,accept,118,3.5,5
312,162,150,90,2.25,15,0,syracuse_university,accept,118,2,4.5
304,160,144,100,3.12,1,0,syracuse_university,accept,118,5,4.5
306,162,144,97,3.2,21,2,syracuse_university,accept,118,4,3.5
308,160,148,106,2.5,0,0,syracuse_university,accept,118,3.5,3.5
308,158,150,105,3.21,0,0,syracuse_university,accept,118,4.5,4
312,162,150,88,2.21,30,0,syracuse_university,accept,118,4,5
304,163,141,98,3.31,0,0,syracuse_university,accept,118,3.5,3
301,150,151,96,2.18,12,0,syracuse_university,accept,118,2.5,4
301,158,143,88,2.1,26,3,syracuse_university,accept,118,1.5,4
319,168,151,107,2,0,0,syracuse_university,accept,118,1.5,3.5
307,163,144,101,2.75,0,0,syracuse_university,accept,118,2.5,3.5
307,161,146,101,2.1,33,0,syracuse_university,accept,118,1.5,3
312,160,152,114,3.51,0,0,syracuse_university,accept,118,2.5,1.5
307,159,148,95,3.2,0,0,syracuse_university,accept,118,1.5,3
301,149,152,103,3.16,0,0,syracuse_university,accept,118,4.5,4.5
316,164,152,97,2.6,2,0,syracuse_university,accept,118,4.5,4.5
316,164,152,97,2.6,2,0,syracuse_university,accept,118,4,5
312,161,151,0,3.14,2,0,syracuse_university,accept,118,4.5,5
315,166,149,0,3.08,4,0,syracuse_university,accept,118,5,5
310,162,148,95,3.2,0,3,syracuse_university,accept,118,3.5,5
314,163,151,104,2.5,0,0,syracuse_university,accept,118,2.5,4
312,165,147,85,3.11,0,0,syracuse_university,accept,118,3.5,4.5
328,168,160,108,2.1,24,0,syracuse_university,accept,118,3,4.5
317,170,147,90,3.15,10,0,syracuse_university,accept,118,4.5,4.5
305,159,146,95,2.6,41,0,syracuse_university,accept,118,5,3.5
300,155,145,101,3.24,0,0,syracuse_university,accept,118,2.5,4
314,162,152,109,2.96,13,0,syracuse_university,accept,118,3,3.5
305,161,144,96,1.3,3,0,syracuse_university,accept,118,1.5,2.5
315,165,150,103,2.55,42,0,syracuse_university,accept,118,2,2
306,163,143,90,2.3,24,0,syracuse_university,accept,118,2,1.5
323,165,158,108,3.1,20,0,syracuse_university,accept,118,3,3
312,161,151,103,2.08,26,3,syracuse_university,accept,118,4,3.5
316,167,149,96,2.51,24,0,syracuse_university,accept,118,4,4.5
306,158,148,98,3.01,20,0,syracuse_university,accept,118,2.5,2
306,164,142,92,2.2,44,0,syracuse_university,accept,118,3,3
321,164,157,109,3.29,33,0,syracuse_university,accept,118,3.5,3
321,164,157,109,3.29,33,0,syracuse_university,accept,118,2,3
303,154,149,101,2.75,6,0,syracuse_university,accept,118,3,4.5
316,164,152,106,2.04,12,0,syracuse_university,accept,118,3.5,4.5
311,168,143,91,3.56,8,3,syracuse_university,accept,118,3.5,5
309,160,149,101,2.93,0,0,syracuse_university,accept,118,4,5
316,152,164,102,2.75,0,0,syracuse_university,accept,118,4,3.5
308,160,148,100,2.31,0,0,syracuse_university,accept,118,4,4
316,166,150,102,3,3,3,syracuse_university,accept,118,2,4
321,162,159,116,3.54,1,3,syracuse_university,accept,118,4,4.5
310,163,147,86,2.25,31,0,syracuse_university,accept,118,4,3.5
310,157,153,103,2.9,0,0,syracuse_university,accept,118,3,2.5
315,162,153,87,3.08,0,0,syracuse_university,accept,118,3.5,2.5
319,161,158,112,2.6,6,3,syracuse_university,accept,118,2.5,2
315,162,153,87,3.08,0,0,syracuse_university,accept,118,3.5,2
303,158,145,65,2.84,14,0,syracuse_university,accept,118,4,4.5
310,158,152,101,3.33,77,0,syracuse_university,accept,118,4.5,4
305,159,146,90,3.67,21,0,syracuse_university,accept,118,3.5,4
318,167,151,104,2.25,4,0,syracuse_university,accept,118,3,2.5
312,161,151,97,3.4,14,0,syracuse_university,accept,118,4,2.5
311,163,148,100,2.75,0,0,syracuse_university,accept,118,5,3
311,162,149,100,3.08,0,0,syracuse_university,accept,118,3.5,3
319,164,155,115,2.95,24,0,syracuse_university,accept,118,2.5,3.5
310,158,152,98,3.68,15,0,syracuse_university,accept,118,2.5,2.5
308,157,151,96,2.5,34,0,syracuse_university,accept,118,3.5,4
301,157,144,93,2.6,5,0,syracuse_university,accept,118,3,4
312,162,150,106,2.57,0,0,syracuse_university,accept,118,4,4.5
308,164,144,96,3.2,0,3,syracuse_university,accept,118,2.5,4.5
310,168,142,101,2.76,42,3,syracuse_university,accept,118,3,3.5
313,164,149,102,3.4,0,0,syracuse_university,accept,118,2.5,4.5
306,154,152,102,2.91,31,2,syracuse_university,accept,118,3,1.5
307,160,147,105,2.77,5,0,syracuse_university,accept,118,2.5,2
317,163,154,94,2.1,0,0,syracuse_university,accept,118,4.5,4
320,169,151,102,2.47,12,0,syracuse_university,accept,118,5,5
320,169,151,102,2.47,12,0,syracuse_university,accept,118,4.5,5
308,160,148,91,2.33,10,2,syracuse_university,accept,118,4,5
300,153,147,92,3.79,0,0,syracuse_university,accept,118,4.5,4.5
314,162,152,104,2.35,38,2,syracuse_university,accept,118,3.5,3
318,165,153,109,2.05,55,0,syracuse_university,accept,118,4.5,4.5
305,163,142,90,3.46,24,0,syracuse_university,accept,118,4,5
307,162,145,92,3.74,30,0,syracuse_university,accept,118,3.5,4
316,165,151,99,3.03,16,0,syracuse_university,accept,118,2.5,3
308,159,149,104,2.64,14,2,syracuse_university,accept,118,3.5,3
309,164,145,103,2.75,2,0,syracuse_university,accept,118,3.5,4
309,158,151,103,3.08,44,1,syracuse_university,accept,118,3,3
300,152,148,98,2.65,5,0,syracuse_university,accept,118,3.5,4
327,165,162,110,3.4,12,3,syracuse_university,accept,118,4.5,4
306,155,151,108,3.11,0,3,syracuse_university,accept,118,5,4
305,155,150,94,3.21,30,0,syracuse_university,accept,118,5,5
313,165,148,92,3.29,10,0,syracuse_university,accept,118,5,4.5
316,159,157,99,3.3,41,0,syracuse_university,accept,118,4.5,5
309,167,142,91,2.96,60,0,syracuse_university,accept,118,5,4.5
316,161,155,109,2.68,32,2,syracuse_university,reject,118,4.5,4.5
316,161,155,109,2.68,32,2,syracuse_university,reject,118,4,4
304,154,150,75,2.25,16,0,syracuse_university,reject,118,3,3.5
306,160,146,90,2.84,0,0,syracuse_university,reject,118,3.5,3.5
312,160,152,90,2.7,0,3,syracuse_university,reject,118,4,4
304,157,147,95,2.82,0,0,syracuse_university,reject,118,3.5,4
322,163,159,106,2.71,2,2,syracuse_university,reject,118,4.5,4
318,157,161,111,2.68,36,0,syracuse_university,reject,118,3,4
304,160,144,83,1.95,26,3,syracuse_university,reject,118,3,2
303,156,147,93,2.5,4,0,syracuse_university,reject,118,2.5,2.5
302,157,145,95,2.05,30,0,syracuse_university,reject,118,3.5,4
303,162,141,96,2.96,20,3,syracuse_university,reject,118,3.5,3
308,161,147,87,2.47,20,0,syracuse_university,reject,118,4,3.5
317,161,156,114,2.8,10,0,syracuse_university,reject,118,3,3
309,162,147,94,3.23,14,0,syracuse_university,reject,118,4,4.5
317,165,152,96,2.98,4,0,syracuse_university,reject,118,3.5,2.5
310,159,151,93,2.78,14,0,syracuse_university,reject,118,2.5,3.5
307,163,144,92,2.76,11,1,syracuse_university,reject,118,2.5,3.5
305,167,138,65,3.02,10,0,syracuse_university,reject,118,5,4
314,152,162,99,2.55,38,0,syracuse_university,reject,118,4.5,4
308,161,147,102,2.72,0,0,syracuse_university,reject,118,4,4.5
304,155,149,107,2.92,22,0,syracuse_university,reject,118,4.5,5
304,155,149,107,2.92,22,0,syracuse_university,reject,118,2,3.5
307,158,149,114,2.63,34,0,syracuse_university,reject,118,1.5,2
304,155,149,75,2.7,0,0,syracuse_university,reject,118,2.5,3
301,153,148,96,2.91,9,0,syracuse_university,reject,118,2.5,2
315,160,155,75,3.01,13,0,syracuse_university,reject,118,3.5,3
319,168,151,106,2.05,38,0,syracuse_university,reject,118,3.5,3
308,156,152,102,3.06,7,3,syracuse_university,reject,118,2.5,4
301,162,139,101,2.33,0,0,syracuse_university,reject,118,4,2.5
329,168,161,110,3.39,3,2,syracuse_university,reject,118,3,3.5
301,159,142,101,1.95,0,3,syracuse_university,reject,118,2.5,3.5
307,165,142,82,1.75,30,0,syracuse_university,reject,118,3.5,4
308,166,142,95,2.17,35,3,syracuse_university,reject,118,3.5,4
306,159,147,99,2.56,29,1,syracuse_university,reject,118,3,2.5
309,158,151,0,2.48,60,0,syracuse_university,reject,118,2.5,3
303,155,148,105,1.95,6,0,syracuse_university,reject,118,2.5,3.5
300,156,144,88,3.16,14,0,syracuse_university,reject,118,4.5,4.5
295,156,139,65,3.19,0,0,syracuse_university,reject,118,4,5
306,157,149,94,2.53,0,2,syracuse_university,reject,118,4,4.5
299,158,141,75,3.42,12,0,syracuse_university,reject,118,4,4
295,158,137,0,2.1,28,2,syracuse_university,reject,118,4,5
316,162,154,106,2,0,0,syracuse_university,reject,118,5,5
316,162,154,106,2,0,0,syracuse_university,reject,118,5,4.5
312,163,149,100,2.1,30,1,syracuse_university,reject,118,5,3.5
304,156,148,103,2.2,0,2,syracuse_university,reject,118,3.5,4
304,152,152,106,3.26,28,0,syracuse_university,reject,118,2.5,4
310,166,144,114,2.42,0,0,syracuse_university,reject,118,2.5,1.5
293,150,143,83,2.84,0,0,syracuse_university,reject,118,3,2.5
302,156,146,99,2.88,0,3,syracuse_university,reject,118,2.5,2.5
311,160,151,106,3.16,3,0,syracuse_university,reject,118,2,2.5
307,164,143,104,2.7,3,0,syracuse_university,reject,118,3,3.5
313,167,146,93,3.52,30,0,syracuse_university,reject,118,4.5,5
300,154,146,96,2.53,2,0,syracuse_university,reject,118,4.5,5
301,153,148,95,1.82,12,3,syracuse_university,reject,118,2.5,3
315,164,151,105,3.32,27,0,syracuse_university,reject,118,1.5,2
305,158,147,96,3.08,0,0,syracuse_university,reject,118,1.5,1.5
308,160,148,98,2.42,6,3,syracuse_university,reject,118,1,1.5
305,161,144,105,3.29,24,3,syracuse_university,reject,118,2,2.5
292,152,140,98,2.8,24,3,syracuse_university,reject,118,3.5,3
307,163,144,95,2.94,30,0,syracuse_university,reject,118,5,4.5
296,153,143,100,2.25,2,0,syracuse_university,reject,118,2.5,3
303,155,148,106,3.22,8,0,syracuse_university,reject,118,3,3.5
314,157,157,110,2.28,20,0,syracuse_university,reject,118,3,4
314,157,157,110,2.28,20,0,syracuse_university,reject,118,4.5,4
305,158,147,108,3.16,18,2,syracuse_university,reject,118,4,4.5
303,163,140,81,2.77,8,0,syracuse_university,reject,118,4,3.5
300,155,145,93,3.12,13,0,syracuse_university,reject,118,2.5,3
309,165,144,93,2.35,5,0,syracuse_university,reject,118,5,4.5
311,162,149,105,2.45,0,0,syracuse_university,reject,118,4,4
315,161,154,0,2.84,1,0,syracuse_university,reject,118,4.5,4
314,161,153,100,2.2,0,0,syracuse_university,reject,118,5,4.5
316,164,152,91,2.6,0,0,syracuse_university,reject,118,5,5
308,159,149,96,2.88,32,0,syracuse_university,reject,118,4,3.5
301,160,141,87,3.42,0,0,syracuse_university,reject,118,2.5,3
305,158,147,0,2.8,3,0,syracuse_university,reject,118,1.5,2
297,154,143,90,2.96,0,3,syracuse_university,reject,118,1,2
310,163,147,101,2.91,0,0,syracuse_university,reject,118,3.5,3
304,160,144,91,3.2,57,0,syracuse_university,reject,118,2.5,2
305,158,147,93,2.28,5,0,syracuse_university,reject,118,3,2.5
301,159,142,87,2.83,15,0,syracuse_university,reject,118,3.5,3.5
314,165,149,91,2.47,0,0,syracuse_university,reject,118,4,4.5
314,163,151,91,3.22,28,0,syracuse_university,reject,118,4.5,4.5
307,158,149,105,2.72,10,3,syracuse_university,reject,118,3,3.5
313,162,151,103,2.55,38,0,syracuse_university,reject,118,2.5,2.5
313,162,151,103,2.55,38,0,syracuse_university,reject,118,2.5,3
302,160,142,92,2.81,16,0,syracuse_university,reject,118,3,3
321,167,154,105,1.8,29,3,syracuse_university,reject,118,3.5,3.5
306,160,146,86,3.05,10,0,syracuse_university,reject,118,2.5,2
304,156,148,104,2.7,25,0,syracuse_university,reject,118,3.5,3.5
294,146,148,0,2.56,18,0,syracuse_university,reject,118,4,3.5
306,160,146,99,2.73,0,0,syracuse_university,reject,118,4,4
314,163,151,97,3.09,0,0,syracuse_university,reject,118,3.5,3
305,161,144,97,2.92,14,0,syracuse_university,reject,118,3.5,3
310,157,153,99,2.55,21,0,syracuse_university,reject,118,3,3.5
309,161,148,0,2.19,2,0,syracuse_university,reject,118,4.5,4
317,165,152,105,2.16,1,3,syracuse_university,reject,118,4.5,4.5
305,164,141,101,3.15,12,0,syracuse_university,reject,118,3.5,3
308,158,150,100,2.97,25,0,syracuse_university,reject,118,3,4
316,161,155,105,2.6,30,2,syracuse_university,reject,118,2.5,3
303,157,146,86,2.85,0,0,syracuse_university,reject,118,1.5,2
312,161,151,100,2.35,36,0,syracuse_university,reject,118,1,2.5
304,165,139,86,2.98,36,3,syracuse_university,reject,118,2.5,2
302,163,139,87,3.1,44,0,syracuse_university,reject,118,3.5,3
310,160,150,103,2.04,55,0,syracuse_university,reject,118,4,3.5
310,160,150,103,2.04,55,0,syracuse_university,reject,118,4,4
313,157,156,89,2.12,0,0,syracuse_university,reject,118,2.5,4
311,166,145,98,2.15,0,0,syracuse_university,reject,118,2,2.5
303,162,141,81,2.25,9,1,syracuse_university,reject,118,3,2.5
313,162,151,102,2.9,33,0,syracuse_university,reject,118,3.5,4
306,158,148,106,2.98,24,2,syracuse_university,reject,118,2,2
297,154,143,95,2.35,18,0,syracuse_university,reject,118,2.5,2
322,168,154,114,2.1,40,0,syracuse_university,reject,118,4,3.5
301,156,145,86,2.2,30,0,syracuse_university,reject,118,2.5,1.5
303,157,146,100,2.52,0,0,syracuse_university,reject,118,3.5,3
303,159,144,95,2.72,9,0,syracuse_university,reject,118,3,2
320,159,161,111,2.77,52,0,syracuse_university,reject,118,3.5,2.5
314,167,147,95,2.86,12,0,syracuse_university,reject,118,3,3.5
309,163,146,90,3.26,6,0,syracuse_university,reject,118,4.5,4
300,160,140,65,2.1,17,0,syracuse_university,reject,118,4,4.5
309,166,143,100,2.3,0,1,syracuse_university,reject,118,3,2.5
302,153,149,89,3.32,24,0,syracuse_university,reject,118,5,5
315,164,151,109,2.62,7,0,syracuse_university,reject,118,4,4
317,160,157,108,2.96,18,0,syracuse_university,reject,118,3.5,4
318,168,150,101,2.36,21,0,syracuse_university,reject,118,3,3
318,168,150,101,2.36,21,0,syracuse_university,reject,118,3.5,3.5
308,161,147,90,3.2,24,0,syracuse_university,reject,118,3,3
307,158,149,97,3.34,0,0,syracuse_university,reject,118,2.5,3.5
330,167,163,115,2.1,19,0,syracuse_university,reject,118,1.5,2
299,157,142,78,3.39,33,0,syracuse_university,reject,118,1.5,2
312,157,155,101,2.82,0,0,syracuse_university,reject,118,1.5,2
311,163,148,105,2.81,0,3,syracuse_university,reject,118,1,1
309,163,146,88,2.45,2,3,syracuse_university,reject,118,2,2
309,161,148,106,2.1,53,0,syracuse_university,reject,118,2.5,3
300,157,143,92,2.58,1,0,syracuse_university,reject,118,3,3.5
324,170,154,98,2.36,0,0,syracuse_university,reject,118,3.5,4
313,166,147,0,1.99,29,0,syracuse_university,reject,118,3,3.5
312,162,150,97,2.76,0,0,syracuse_university,reject,118,3.5,2.5
324,166,158,110,2,16,0,syracuse_university,reject,118,2.5,3
308,156,152,112,2.88,0,0,syracuse_university,reject,118,2,3.5
309,157,152,98,3.21,3,3,syracuse_university,reject,118,3.5,4
303,159,144,83,3.08,3,0,syracuse_university,reject,118,3.5,3.5
313,165,148,89,2.84,19,3,syracuse_university,reject,118,2.5,2
303,160,143,91,3.06,8,0,syracuse_university,reject,118,2,1.5
312,163,149,105,2.96,2,0,syracuse_university,reject,118,4,5
315,164,151,103,2,30,3,syracuse_university,reject,118,4,3.5
315,164,151,103,2,30,3,syracuse_university,reject,118,4.5,5
317,160,157,109,2.63,0,0,syracuse_university,reject,118,2.5,3
317,162,155,104,2.17,77,0,syracuse_university,reject,118,3.5,4
315,160,155,114,2.28,12,0,syracuse_university,reject,118,4.5,3
299,156,143,100,2.4,29,0,syracuse_university,reject,118,3.5,4.5
300,144,156,92,2.98,2,3,syracuse_university,reject,118,1,2.5
317,165,152,109,2.67,33,0,syracuse_university,reject,118,2,2
309,165,144,87,2.92,30,2,syracuse_university,reject,118,2,3
300,150,150,100,1.9,0,3,syracuse_university,reject,118,2.5,2.5
311,164,147,99,3.16,30,0,syracuse_university,reject,118,3.5,3
315,167,148,101,2.09,30,0,syracuse_university,reject,118,4.5,4
314,162,152,110,2,15,0,syracuse_university,reject,118,3,3
311,158,153,102,2.15,14,3,syracuse_university,reject,118,2,2.5
317,162,155,102,1.85,14,2,syracuse_university,reject,118,2,2.5
309,159,150,104,3.07,30,0,syracuse_university,reject,118,2.5,2
318,168,150,106,1.88,18,3,syracuse_university,reject,118,1.5,2
307,158,149,98,1.95,44,2,syracuse_university,reject,118,2,2.5
306,155,151,104,2.95,6,3,syracuse_university,reject,118,2.5,3
309,157,152,108,2.97,0,3,syracuse_university,reject,118,3.5,4
306,155,151,104,2.95,6,3,syracuse_university,reject,118,3,3.5
309,157,152,108,2.97,0,3,syracuse_university,reject,118,4.5,4
320,167,153,102,2.44,37,0,syracuse_university,reject,118,3,3.5
312,160,152,95,1.9,30,0,syracuse_university,reject,118,5,5
