,gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,status,SOP,LOR 
1035,310,161,149,106,3.1,0,0,reject,4,4.5
1036,316,161,155,102,2.15,20,0,reject,4.5,5
1037,312,163,149,99,2.78,0,2,reject,2,3.5
1038,307,159,148,93,2.5,0,3,reject,1.5,2
1039,313,161,152,103,2.21,0,2,reject,2.5,3
1040,322,165,157,110,2.11,0,0,reject,2.5,2
1041,306,158,148,104,2.5,30,0,reject,3.5,3
1042,323,163,160,108,2.03,20,0,reject,3.5,3
1043,309,159,150,105,2.8,0,0,reject,2.5,4
1044,310,165,145,95,3.05,32,0,reject,4,2.5
1045,308,158,150,109,2.1,0,0,reject,3,3.5
1046,306,159,147,97,2.12,10,0,reject,2.5,3.5
1047,320,163,157,108,2.3,0,2,reject,3.5,4
1048,306,161,145,96,3.19,0,0,reject,3.5,4
1049,312,162,150,103,2.56,0,0,reject,3,2.5
1050,310,160,150,110,2.5,0,0,reject,2.5,3
1051,310,160,150,94,3.24,0,3,reject,2.5,3.5
1052,310,160,150,94,3.24,0,3,reject,4.5,4.5
1053,306,161,145,104,3.02,22,0,reject,4,5
1054,308,159,149,93,2.46,30,3,reject,4,4.5
1055,318,165,153,107,3,0,0,reject,4,4
1056,311,164,147,108,3,0,3,reject,4,5
1057,307,160,147,97,2.05,10,3,reject,5,5
1058,318,164,154,117,2.44,30,0,reject,5,4.5
1059,307,155,152,110,2,12,0,reject,5,3.5
1060,313,162,151,96,2.86,0,0,reject,3.5,4
1061,321,167,154,108,2.35,10,0,reject,2.5,4
1062,318,168,150,102,2.81,10,0,reject,2.5,1.5
1063,312,166,146,90,3.94,10,0,reject,3,2.5
1064,320,165,155,113,2.4,14,0,reject,2.5,2.5
1065,304,161,143,92,3.6,24,0,reject,2,2.5
1066,320,168,152,96,3.14,20,0,reject,3,3.5
1067,308,158,150,99,2.4,16,0,reject,4.5,5
1068,317,167,150,103,2.35,30,2,reject,4.5,5
1069,317,167,150,103,2.35,30,2,reject,2.5,3
1070,313,163,150,99,2.9,30,0,reject,1.5,2
1071,296,158,138,98,2.1,30,0,reject,1.5,1.5
1072,310,165,145,100,2.15,30,3,reject,1,1.5
1073,313,162,151,110,2.65,30,0,reject,2,2.5
1074,315,163,152,95,2.35,30,3,reject,3.5,3
1075,308,163,145,104,2.17,30,1,reject,5,4.5
1076,322,170,152,101,2.4,30,0,reject,2.5,3
1077,325,169,156,104,2.6,30,1,reject,3,3.5
1078,304,157,147,95,3.29,30,0,reject,3,4
1079,316,164,152,106,2.9,9,3,accept,4.5,4
1080,314,163,151,114,3.53,7,3,accept,4,4.5
1081,307,160,147,88,3,36,0,accept,4,3.5
1082,330,169,161,113,2.4,48,3,accept,2.5,3
1083,316,163,153,99,2.71,30,0,accept,5,4.5
1084,311,163,148,107,3.22,0,0,accept,4,4
1085,306,155,151,113,3.12,12,0,accept,4.5,4
1086,325,168,157,106,2.65,8,3,accept,5,4.5
1087,324,167,157,104,3.44,0,0,accept,5,5
1088,317,159,158,114,3.52,4,1,accept,4,3.5
1089,324,167,157,108,3.12,6,2,accept,2.5,3
1090,305,161,144,0,3.28,13,0,accept,1.5,2
1091,324,169,155,112,2.88,8,0,accept,1,2
1092,318,170,148,102,2.8,4,0,accept,3.5,3
1093,312,164,148,65,3.68,5,0,accept,2.5,2
1094,319,165,154,99,2.87,30,2,accept,3,2.5
1095,306,157,149,100,3.56,20,0,accept,3.5,3.5
1096,304,157,147,95,2.82,0,0,accept,4,4.5
1097,306,157,149,111,3.55,0,0,accept,4.5,4.5
1098,332,170,162,115,2.75,9,0,accept,3,3.5
1099,317,162,155,101,3.46,48,0,accept,2.5,2.5
1100,309,163,146,102,3.1,33,0,accept,2.5,3
1101,320,168,152,99,3.3,25,3,accept,3,3
1102,305,153,152,107,2.75,24,0,accept,3.5,3.5
1103,323,164,159,110,3.12,12,0,accept,2.5,2
1104,318,166,152,104,3.47,9,3,accept,3.5,3.5
1105,327,167,160,115,3.19,2,0,accept,4,3.5
1106,320,168,152,107,3.52,41,3,accept,4,4
1107,324,163,161,110,3.64,28,0,accept,3.5,3
1108,311,155,156,101,3.13,0,0,accept,3.5,3
1109,318,165,153,112,3.66,36,3,accept,3,3.5
1110,315,160,155,106,3.76,4,0,accept,4.5,4
1111,321,164,157,104,2.88,15,0,accept,4.5,4.5
1112,317,163,154,112,3.4,11,3,accept,3.5,3
1113,332,170,162,114,3.28,32,2,accept,3,4
1114,316,167,149,103,3.45,19,0,accept,2.5,3
1115,313,161,152,106,3.33,0,0,accept,1.5,2
1116,315,158,157,100,3,0,0,accept,1,2.5
1117,316,164,152,98,3.26,33,0,accept,2.5,2
1118,319,163,156,112,3.4,0,0,accept,3.5,3
1119,318,162,156,108,3.8,20,3,accept,4,3.5
1120,322,165,157,118,3.56,1,0,accept,4,4
1121,312,161,151,108,3.33,2,0,accept,2.5,4
1122,320,167,153,107,3.5,0,3,accept,2,2.5
1123,318,166,152,110,3.14,6,0,accept,3,2.5
1124,320,165,155,108,3.46,5,3,accept,3.5,4
1125,318,167,151,108,2.94,24,0,accept,2,2
1126,320,170,150,107,3.68,4,0,accept,2.5,2
1127,315,165,150,114,3.8,1,0,accept,4,3.5
1128,308,153,155,75,3.21,50,0,accept,2.5,1.5
1129,310,161,149,100,2.92,4,0,accept,3.5,3
1130,338,168,170,119,3.68,6,0,accept,3,2
1131,315,165,150,105,2.59,9,3,accept,3.5,2.5
1132,313,161,152,114,3.82,1,0,accept,3,3.5
1133,308,156,152,102,3.06,7,3,accept,4.5,4
1134,312,162,150,106,2.96,0,0,accept,4,4.5
1135,312,163,149,107,3.24,25,0,accept,3,2.5
1136,316,163,153,102,3.05,6,0,accept,5,5
1137,316,165,151,110,3.08,9,0,accept,4,4
1138,316,164,152,108,3.82,3,3,accept,3.5,4
1139,324,169,155,108,3.29,30,2,accept,3,3
1140,317,161,156,114,2.8,10,0,accept,3.5,3.5
1141,310,167,143,101,3.19,0,3,accept,3,3
1142,329,170,159,108,3.38,16,0,accept,2.5,3.5
1143,310,161,149,106,3.14,60,0,accept,1.5,2
1144,316,161,155,101,3.5,1,0,accept,1.5,2
1145,316,162,154,100,3.46,0,0,accept,1.5,2
1146,317,160,157,111,2.61,36,0,accept,1,1
1147,321,168,153,109,3.27,2,0,accept,2,2
1148,318,169,149,100,2.89,30,0,accept,2.5,3
1149,311,161,150,102,3.66,16,0,accept,3,3.5
1150,319,163,156,113,3.44,10,0,accept,3.5,4
1151,325,170,155,110,3.44,33,0,accept,3,3.5
1152,320,167,153,104,3.46,24,0,accept,3.5,2.5
1153,320,168,152,101,3.44,17,0,accept,2.5,3
1154,327,165,162,109,2.87,30,0,accept,2,3.5
1155,314,162,152,104,2.96,43,0,accept,3.5,4
1156,319,167,152,110,3.14,24,0,accept,3.5,3.5
1157,326,164,162,110,2.96,31,0,accept,2.5,2
1158,327,170,157,109,3.33,8,0,accept,2,1.5
1159,320,166,154,102,3.42,22,0,accept,4,5
1160,314,162,152,105,3.47,14,0,accept,4,3.5
1161,306,146,160,101,3.59,60,0,accept,4.5,5
1162,324,170,154,113,3.56,31,2,accept,2.5,3
1163,313,164,149,103,2.4,27,3,accept,3.5,4
1164,316,164,152,105,3.42,24,3,accept,4.5,3
1165,317,165,152,106,3.62,0,3,accept,3.5,4.5
1166,311,163,148,102,3.41,28,0,accept,1,2.5
1167,305,160,145,75,3.63,6,0,accept,2,2
1168,322,155,167,109,3,20,3,accept,2,3
1169,311,160,151,107,2.7,60,0,accept,2.5,2.5
1170,320,165,155,103,3.59,4,0,accept,3.5,3
1171,321,167,154,111,3.6,6,0,accept,4.5,4
1172,317,166,151,104,3.43,6,0,accept,3,3
1173,316,164,152,106,3.07,28,0,accept,2,2.5
1174,315,164,151,108,3.62,1,0,accept,2,2.5
1175,321,163,158,109,3.16,44,0,accept,2.5,2
1176,329,166,163,114,2.66,18,0,accept,1.5,2
1177,320,170,150,104,3.86,2,1,accept,2,2.5
1178,319,163,156,110,3.14,60,0,accept,2.5,3
1179,314,162,152,108,3.73,2,0,accept,3.5,4
1180,314,166,148,107,3.05,18,0,accept,3,3.5
1181,314,160,154,109,2.96,24,0,accept,4.5,4
1182,322,168,154,108,2.5,7,2,accept,3,3.5
1183,307,158,149,104,3.68,1,0,accept,5,5
1184,306,157,149,114,3.15,0,3,accept,5,5
1185,313,164,149,110,2.9,7,0,accept,2.5,3.5
1186,309,162,147,101,3.8,0,0,accept,2,3.5
1187,317,169,148,75,2.88,26,2,accept,1.5,2
1188,315,162,153,109,3.89,1,0,accept,3.5,4
1189,318,161,157,114,3.26,33,0,accept,2,2.5
1190,309,160,149,75,3.37,30,0,accept,2,3
1191,327,168,159,0,3.74,0,0,accept,4,3.5
1192,299,148,151,75,2.62,55,0,accept,3,3
1193,321,167,154,109,3,0,0,accept,4.5,4
1194,319,162,157,106,3.34,36,0,accept,3.5,3.5
1195,317,163,154,118,3.5,15,2,accept,3,3.5
1196,328,170,158,114,2.99,17,0,accept,5,4.5
1197,318,168,150,100,3.08,14,0,accept,3.5,4
1198,331,165,166,115,2.35,46,0,accept,5,4
1199,310,156,154,105,3.38,5,3,accept,3.5,3
1200,327,164,163,117,3.28,16,0,accept,3,3
1201,309,160,149,101,3.5,24,3,accept,3.5,3
1202,317,165,152,114,2.64,24,0,accept,4,3.5
1203,313,164,149,75,3.57,12,0,accept,2,2.5
1204,314,159,155,111,2.7,52,0,accept,2.5,3
1205,321,170,151,100,3.36,3,0,accept,3,2.5
1206,318,163,155,109,2.4,49,0,accept,2.5,4
1207,318,163,155,114,2.94,24,0,accept,2,4
1208,315,160,155,75,3.01,13,0,accept,2,2.5
1209,313,169,144,100,3.07,20,0,accept,3,4
1210,317,166,151,102,3.5,13,0,accept,2.5,1.5
1211,312,160,152,107,2.96,17,0,accept,2.5,2
1212,326,165,161,100,2.84,0,0,accept,3,2
1213,320,161,159,113,2.7,82,0,accept,3.5,4
1214,316,162,154,107,3.19,4,3,accept,4,4.5
1215,322,167,155,108,3.16,60,0,accept,4,2.5
1216,325,169,156,112,3.38,5,0,accept,3.5,2
1217,318,163,155,108,3.32,18,0,accept,2.5,4
1218,318,170,148,101,3.25,7,0,accept,2,3.5
1219,308,163,145,75,3.1,12,0,accept,2,3
1220,313,163,150,101,3,18,0,accept,3,4.5
1221,327,164,163,111,3.46,22,0,accept,3.5,2.5
1222,312,163,149,105,2.7,22,2,accept,4.5,5
1223,327,170,157,104,3.53,18,0,accept,4,5
1224,315,161,154,107,2.3,36,0,accept,4,5
1225,325,159,166,115,3.48,1,0,accept,3,5
1226,309,164,145,105,3.59,2,0,accept,3.5,5
1227,333,168,165,114,3.61,2,0,accept,2,4.5
1228,317,162,155,111,3.24,1,0,accept,5,4.5
1229,329,166,163,114,3.25,3,0,accept,4,3.5
1230,319,168,151,106,2.05,38,0,accept,3.5,3.5
1231,321,163,158,110,3.37,6,0,accept,4.5,4
1232,315,164,151,103,3.81,32,0,accept,4,5
1233,322,166,156,103,3.23,28,0,accept,3.5,3
1234,323,170,153,112,3.29,12,3,accept,2.5,4
1235,308,158,150,106,3.08,0,0,accept,1.5,4
1236,317,164,153,101,3.71,50,0,accept,1.5,3.5
1237,316,165,151,93,3.37,52,3,accept,2.5,3.5
1238,330,167,163,114,2.4,6,0,accept,1.5,3
1239,310,159,151,75,2.88,58,0,accept,2.5,1.5
1240,316,163,153,112,3.24,24,0,accept,1.5,3
1241,320,162,158,108,3.24,28,3,accept,4.5,4.5
1242,306,158,148,101,2.65,0,0,accept,4.5,4.5
1243,314,162,152,98,3.4,18,2,accept,4,5
1244,309,161,148,101,2.9,51,0,accept,4.5,5
1245,313,162,151,111,3.44,22,3,accept,5,5
1246,313,166,147,108,3.46,0,0,accept,3.5,5
1247,313,161,152,107,3.27,6,2,accept,2.5,4
1248,317,170,147,106,3.19,24,0,accept,3.5,4.5
1249,324,168,156,106,3,26,0,accept,3,4.5
1250,306,157,149,111,3,49,0,accept,4.5,4.5
1251,312,160,152,104,3,24,0,accept,5,3.5
1252,329,168,161,110,3.39,3,2,accept,2.5,4
1253,311,164,147,102,3.02,27,3,accept,3,3.5
1254,311,165,146,101,2.2,0,0,accept,1.5,2.5
1255,317,163,154,105,3.29,48,0,accept,2,2
1256,310,165,145,101,3.69,15,0,accept,2,1.5
1257,322,163,159,115,2.4,22,3,accept,3,3
1258,306,159,147,99,2.56,29,1,accept,4,3.5
1259,315,162,153,102,2.94,31,2,accept,4,4.5
1260,315,163,152,107,3.42,0,3,accept,2.5,2
1261,310,165,145,101,2.92,0,0,accept,3,3
1262,311,159,152,114,3.34,43,0,accept,3.5,3
1263,318,165,153,102,3.57,38,0,accept,2,3
1264,323,170,153,107,3.66,8,0,accept,3,4.5
1265,312,167,145,99,3.3,13,2,accept,3.5,4.5
1266,307,157,150,104,2.62,11,0,accept,3.5,5
1267,326,164,162,110,3.24,0,0,accept,4,5
1268,307,157,150,107,3.4,6,3,accept,4,3.5
1269,324,166,158,112,2.18,20,0,accept,4,4
1270,316,163,153,0,2.45,27,0,accept,2,4
1271,319,164,155,0,3.43,1,3,accept,4,4.5
1272,318,166,152,0,2.93,17,0,accept,4,3.5
1273,314,163,151,106,2.74,46,3,accept,3,2.5
1274,321,160,161,111,2.8,24,0,accept,3.5,2.5
1275,328,166,162,0,2.35,24,3,accept,2.5,2
1276,318,167,151,112,2.9,2,3,accept,3.5,2
1277,320,161,159,114,2.8,12,1,accept,4,4.5
1278,319,166,153,0,2.5,2,0,accept,4.5,4
1279,315,164,151,108,3.18,17,3,accept,3.5,4
1280,314,164,150,108,3.48,2,0,accept,3,2.5
1281,322,167,155,107,3.28,15,0,accept,4,2.5
1282,315,166,149,105,3.68,18,3,accept,5,3
1283,314,162,152,105,3.4,41,0,accept,3.5,3
1284,320,166,154,104,3.62,5,3,accept,2.5,3.5
1285,329,170,159,116,3.64,10,3,accept,2.5,2.5
1286,312,158,154,104,2.96,30,3,accept,3.5,4
1287,321,165,156,105,3,39,0,accept,3,4
1288,332,166,166,115,3.52,22,0,accept,4,4.5
1289,329,165,164,113,3.16,18,0,accept,2.5,4.5
1290,324,166,158,120,3.75,2,0,accept,3,3.5
1291,317,165,152,102,3.09,13,0,accept,2.5,4.5
1292,330,169,161,116,3.43,12,2,accept,3,1.5
1293,304,154,150,105,3.2,31,3,accept,2.5,2
1294,320,162,158,102,3.32,6,3,accept,4.5,4
1295,325,166,159,113,2.76,12,0,accept,5,5
1296,319,166,153,112,3.42,4,0,accept,4.5,5
1297,326,162,164,111,2.76,1,0,accept,4,5
1298,309,162,147,105,3.32,0,0,accept,4.5,4.5
1299,320,162,158,117,3.37,2,2,accept,4.5,4.5
1300,319,168,151,0,3.16,14,3,accept,4,4.5
1301,314,161,153,108,3.34,17,0,accept,3,3.5
1302,314,162,152,105,3.39,4,0,accept,3.5,2.5
1303,312,154,158,104,1.24,2,0,accept,2,3
1304,322,162,160,112,3.57,12,0,accept,4.5,3
1305,328,163,165,114,2.99,69,0,accept,3,4
1306,326,167,159,112,3.67,5,0,accept,3,4
1307,317,165,152,110,3.47,0,0,accept,2,1.5
1308,317,166,151,104,3.44,2,0,accept,3.5,3
1309,309,157,152,108,3.1,26,0,accept,3.5,4
1310,323,168,155,110,3.52,5,2,accept,4,4.5
1311,316,162,154,110,3.82,16,3,accept,4,4.5
1312,320,165,155,0,2.7,22,3,accept,4,3
1313,313,163,150,106,3.42,0,1,accept,3.5,2
1314,316,164,152,110,3.04,0,0,accept,3.5,2.5
1315,315,164,151,104,2.97,2,0,accept,4,3
1316,316,162,154,114,3.38,0,0,accept,4,3
1317,321,167,154,113,3.54,2,2,accept,4,3
1318,321,168,153,106,3.4,0,0,accept,3.5,3
1319,334,170,164,117,3.28,0,3,accept,3,2
1320,318,164,154,0,3.26,16,0,accept,3,2
1321,316,159,157,110,3.36,36,0,accept,5,5
1322,316,164,152,0,3.6,22,3,accept,5,4.5
1323,322,169,153,110,3.16,52,0,accept,4,3.5
1324,316,162,154,110,3.81,16,3,accept,4.5,4.5
1325,319,161,158,110,3.64,12,0,accept,4.5,3.5
1326,320,166,154,105,3.58,4,3,accept,1.5,2.5
1327,328,170,158,113,3.18,44,0,accept,2,2
1328,325,169,156,117,3.37,2,3,accept,1.5,2
1329,323,167,156,114,2.92,4,0,accept,3,3
1330,318,165,153,102,2.93,18,2,accept,4,4
1331,320,162,158,112,3.02,28,0,accept,3,4.5
1332,315,160,155,109,3.59,2,3,accept,4,4
1333,320,162,158,118,2.98,14,0,accept,4,5
1334,317,165,152,0,3.34,24,3,accept,5,5
1335,316,161,155,113,3.17,26,0,accept,4,4
1336,322,167,155,112,3.17,18,3,accept,1,2
1337,316,164,152,103,3.1,6,0,accept,3,1.5
1338,324,167,157,111,2.85,40,1,accept,4,3.5
1339,316,163,153,104,3.05,8,0,accept,3.5,3
1340,315,165,150,102,2.46,29,2,accept,2.5,2.5
1341,308,162,146,104,3.07,7,0,accept,2.5,2
1342,303,152,151,100,3,24,3,accept,4.5,4
1343,319,164,155,115,2.95,24,0,accept,4.5,4
1344,310,158,152,107,2.88,19,0,accept,5,4
1345,319,163,156,114,3.05,16,0,accept,4,5
1346,334,166,168,114,2.46,0,0,accept,4.5,4
1347,319,154,165,102,2.25,0,0,accept,3.5,5
1348,314,163,151,109,2.82,0,0,accept,3,4
1349,311,166,145,98,2.15,0,0,accept,2.5,4.5
1350,299,157,142,97,2.22,0,0,accept,1.5,3.5
1351,302,155,147,109,2.9,0,0,accept,4,3
1352,310,160,150,95,3.13,0,0,accept,4,2.5
1353,312,150,162,104,2.1,0,0,accept,3,3.5
1354,309,154,155,104,3.26,0,0,accept,3,3
1355,320,163,157,108,2.92,18,0,accept,2,3
1356,321,167,154,110,2.88,13,0,accept,4,2
1357,318,166,152,113,3.19,9,0,accept,3,2
1358,323,166,157,113,1.42,6,3,accept,2,2
1359,314,152,162,112,3.24,29,0,accept,3,3
1360,322,167,155,112,3.26,18,0,accept,4,3
1361,316,163,153,108,3.33,21,0,accept,3,3
1362,316,167,149,105,3.24,0,3,accept,4,3
1363,319,162,157,105,2.9,5,3,accept,3,3.5
1364,313,158,155,103,3.32,24,2,accept,3.5,3.5
1365,314,160,154,108,3.32,29,3,accept,3,3
1366,318,162,156,101,2.55,48,0,accept,3.5,3.5
1367,311,163,148,101,2.92,28,0,accept,3.5,4
1368,320,165,155,106,2.9,22,0,accept,4.5,4
1369,304,159,145,102,2.75,36,0,accept,5,5
1370,327,168,159,114,3.37,0,0,accept,5,5
1371,316,164,152,106,2.73,20,0,accept,5,5
1372,323,161,162,114,2.81,27,0,accept,4.5,4
1373,310,154,156,103,2.34,28,3,accept,3,5
1374,313,162,151,102,2.92,27,0,accept,2,4
1375,306,154,152,102,2.91,31,2,accept,3,3
1376,309,161,148,101,3.04,16,2,accept,3,2
1377,313,164,149,101,3.44,24,0,accept,3,2
1378,313,158,155,103,3.32,15,2,accept,1.5,2
1379,311,160,151,110,3.72,24,0,accept,2,3
1380,314,167,147,100,3.68,8,3,accept,5,5
1381,316,164,152,109,3.34,18,0,accept,5,4.5
1382,318,164,154,101,3.47,0,3,accept,4,4.5
1383,319,164,155,111,2.8,20,0,accept,4.5,4.5
1384,320,167,153,104,2.8,36,0,accept,4.5,3.5
1385,317,163,154,113,2.56,21,1,accept,4.5,3.5
1386,316,168,148,113,2.85,45,0,accept,3.5,3
1387,316,158,158,119,2.99,14,2,accept,4.5,3.5
1388,317,168,149,100,2.95,46,2,accept,4.5,3.5
1389,319,163,156,104,3.04,2,0,accept,4,4
1390,319,162,157,105,3.52,21,0,accept,5,3.5
1391,316,164,152,102,2.92,0,3,accept,4,3
1392,325,168,157,112,3.3,9,3,accept,3,3
1393,311,162,149,104,3.51,0,2,accept,2,2.5
1394,313,159,154,112,3,0,0,accept,1.5,2.5
1395,316,160,156,102,3.15,40,0,accept,3,3
1396,319,160,159,117,2.83,30,0,accept,4,4
1397,312,163,149,101,3.01,22,0,accept,5,4.5
1398,329,166,163,113,2.86,30,0,accept,4,4
1399,308,156,152,99,3.04,24,0,accept,3.5,3.5
1400,312,158,154,109,3.22,4,0,accept,2.5,3
1401,310,162,148,99,2.85,24,0,accept,4,3.5
1402,314,162,152,99,3.15,7,0,accept,4.5,4
1403,319,170,149,107,3.18,20,0,accept,3.5,3
1404,317,164,153,99,3.59,25,3,accept,4,4.5
1405,314,168,146,103,3.52,2,0,accept,4.5,4.5
1406,312,160,152,108,3.6,0,0,accept,3.5,4.5
1407,313,163,150,99,2.95,7,0,accept,5,5
1408,315,162,153,108,3.16,4,0,accept,5,4
1409,313,162,151,110,2.67,3,3,accept,3,3
1410,320,163,157,115,3.04,1,0,accept,4,4
1411,320,162,158,104,3.1,1,0,accept,3.5,3.5
1412,315,166,149,107,3.76,6,0,accept,4,3.5
1413,318,166,152,112,3.29,0,0,accept,3.5,3
1414,314,161,153,107,3.13,42,3,accept,4.5,4.5
1415,309,157,152,101,3.24,13,0,accept,4,3.5
1416,322,166,156,102,3.48,19,0,accept,2,2.5
1417,314,161,153,111,3.75,26,0,accept,3,3.5
1418,324,170,154,98,2.36,0,0,accept,3,3.5
1419,311,159,152,103,3.08,1,0,accept,5,5
1420,315,162,153,108,2.58,12,0,accept,4.5,4.5
1421,318,168,150,106,3.55,15,3,accept,1.5,2.5
1422,315,165,150,100,3.33,1,0,accept,3.5,3.5
1423,316,167,149,106,3.4,7,3,accept,2.5,3
1424,320,165,155,108,3.15,2,0,accept,2,3
1425,310,163,147,100,2.45,17,3,accept,4,3
1426,314,162,152,105,3.56,0,1,accept,2.5,2
1427,325,168,157,110,3.08,19,0,accept,3.5,3
1428,316,164,152,101,3.66,0,0,accept,5,5
1429,315,162,153,109,2.7,6,3,accept,4,4.5
1430,322,168,154,111,2.92,6,0,accept,5,4.5
1431,310,159,151,101,2.4,32,0,accept,3.5,3.5
1432,313,150,163,103,3.35,38,0,accept,4,4.5
1433,309,154,155,104,3.28,0,0,accept,4,4
1434,315,161,154,110,3.26,48,0,accept,3.5,4
1435,309,160,149,101,3.05,2,2,accept,5,4
1436,317,170,147,105,2.8,3,0,accept,1.5,3
1437,307,159,148,111,2.74,40,0,accept,4.5,3
1438,313,163,150,110,3.73,36,3,accept,3.5,3.5
1439,314,155,159,105,3.39,36,0,accept,4,3
1440,317,165,152,108,3.07,0,1,accept,4.5,3.5
1441,317,165,152,107,3.1,0,0,accept,4,3.5
1442,315,152,163,105,2.1,25,3,accept,4.5,4
1443,315,170,145,108,2.9,2,0,accept,3,3.5
1444,315,162,153,100,3.3,60,0,accept,2,2.5
1445,326,165,161,112,2.55,23,0,accept,2,2.5
1446,317,162,155,110,3.17,5,3,accept,3,3
1447,315,160,155,104,2.35,12,3,accept,4,3.5
1448,319,168,151,106,3.49,7,3,accept,3.5,3
1449,315,164,151,110,3.3,22,0,accept,4,4
1450,309,157,152,103,2.8,67,0,accept,5,5
1451,320,150,170,107,3.28,17,3,accept,5,5
1452,324,168,156,110,3.36,2,0,accept,3,4
1453,319,160,159,107,3.48,13,0,accept,3,3.5
1454,310,160,150,99,2.55,48,0,accept,3,3
1455,303,154,149,109,3,0,3,accept,2,2.5
1456,309,158,151,102,3.22,17,0,accept,2,2.5
1457,321,167,154,112,3.24,12,0,accept,2,2.5
1458,318,163,155,101,2.88,4,3,accept,1.5,2
1459,310,161,149,103,2.38,24,0,accept,1.5,2
1460,307,159,148,99,2.73,15,0,accept,1.5,3
1461,309,163,146,104,2.64,32,0,accept,3,3
1462,320,167,153,103,3.38,40,0,accept,3.5,3
1463,329,167,162,117,3.47,2,0,accept,4.5,4
1464,317,164,153,107,2.81,20,0,accept,4.5,4
1465,317,165,152,111,3.79,24,0,accept,3.5,5
1466,312,162,150,109,2.65,36,0,accept,2,3
1467,318,167,151,111,2.48,35,0,accept,2,4
1468,321,166,155,117,3.48,0,0,accept,2.5,3
1469,307,155,152,75,2.98,27,0,accept,2.5,3.5
1470,311,160,151,109,3.07,0,0,accept,4,4.5
1471,324,168,156,107,3.27,7,0,accept,4,5
1472,317,168,149,102,3.26,1,0,accept,4,4.5
1473,316,167,149,109,3.09,0,2,accept,4,4
1474,313,167,146,111,2.76,30,1,accept,4.5,3.5
1475,300,151,149,102,2.4,42,0,accept,4.5,4.5
1476,311,162,149,100,2.69,30,1,accept,3.5,3.5
1477,319,165,154,109,3.16,5,0,accept,2.5,3
1478,311,167,144,101,3.02,12,0,accept,3,3
1479,312,157,155,109,2.8,30,0,accept,3.5,3
1480,306,163,143,101,3.3,19,0,accept,2.5,2.5
1481,305,160,145,107,3.24,14,0,accept,3,3.5
1482,316,166,150,106,3.2,15,3,accept,4,4
1483,309,163,146,101,3.15,25,0,accept,2.5,4
1484,319,162,157,108,2.68,0,0,accept,4.5,4.5
1485,306,157,149,101,1.38,1,0,accept,3.5,3
1486,310,162,148,102,2.59,30,1,accept,4.5,3.5
1487,312,159,153,102,2.3,0,0,accept,4.5,3.5
1488,307,158,149,105,2.96,48,1,accept,5,5
1489,307,158,149,107,3.06,22,0,accept,4.5,4
1490,314,162,152,107,2.4,9,0,accept,4,5
1491,313,167,146,100,2.97,13,0,accept,4.5,4
1492,329,166,163,102,2.86,30,0,accept,4.5,5
1493,300,151,149,105,2.9,42,0,accept,3.5,3
1494,313,166,147,106,2.7,0,2,accept,3,3.5
1495,312,161,151,109,3.04,4,0,accept,3,2.5
1496,317,164,153,112,3.28,0,3,accept,3.5,2.5
1497,314,163,151,106,2.3,24,0,accept,4.5,4.5
1498,312,163,149,101,2.95,21,0,accept,4,4.5
1499,312,160,152,109,2.65,9,0,accept,2.5,3
1500,306,158,148,98,2.5,3,3,accept,3.5,3
1501,313,165,148,101,2.56,50,0,accept,4.5,4.5
1502,322,170,152,110,2.67,24,3,accept,4,5
1503,319,161,158,118,2.33,0,0,accept,3.5,4
1504,309,158,151,75,3.27,11,0,accept,2.5,3
1505,309,165,144,75,3.54,0,0,accept,3.5,3
1506,314,159,155,109,2.95,40,0,accept,3.5,4
1507,312,165,147,107,3.47,31,0,accept,3,3
1508,318,167,151,103,3.38,18,3,accept,3.5,4
1509,326,165,161,115,2.71,0,3,accept,4.5,4
1510,315,156,159,110,2.95,0,0,accept,5,4
1511,305,158,147,99,2.84,0,3,accept,5,5
1512,321,167,154,108,3.44,2,0,accept,5,4.5
1513,320,167,153,101,2.89,0,0,accept,4.5,5
1514,322,170,152,110,3.48,0,0,accept,5,4.5
1515,315,164,151,105,3.16,9,0,accept,4.5,4.5
1516,317,167,150,99,2.6,9,3,accept,4,4
1517,317,165,152,101,2.3,0,0,accept,3,3.5
1518,309,160,149,100,2.4,30,2,accept,3.5,3.5
1519,312,162,150,104,3.44,20,3,accept,4,4
1520,310,157,153,104,3.3,30,0,accept,3.5,4
1521,319,166,153,113,2.64,24,0,accept,4.5,4
1522,314,164,150,108,3.38,3,3,accept,3,4
1523,319,170,149,102,3.24,33,0,accept,3,2
1524,289,147,142,92,2.3,60,0,accept,2.5,2.5
1525,309,157,152,98,3.61,28,0,accept,3.5,4
1526,305,162,143,103,3.6,4,3,accept,3.5,3
1527,315,162,153,104,3.48,24,0,accept,4,3.5
1528,322,170,152,111,3.15,22,0,accept,3,3
1529,298,152,146,101,2.25,10,0,accept,4,4.5
1530,324,170,154,105,3.31,10,0,accept,3.5,2.5
1531,331,167,164,112,2.62,32,3,accept,2.5,3.5
1532,319,164,155,103,2.45,9,0,accept,2.5,3.5
1533,314,162,152,108,2.6,30,0,accept,5,4
1534,320,170,150,104,2.65,0,0,accept,4.5,4
1535,324,170,154,101,3.08,24,3,accept,4,4.5
1536,313,165,148,103,3.16,10,3,accept,4.5,5
